Rank,NetWorth($B),Age,Country,City,Industries,Self Made,Gender,Last Name,First Name,Birth Year,CPI Index,CPI Change,Country GDP,Country tertiary education enrollment,Country primary education enrollment,Country life expectancy,Population of country,Number of Billionaires,NumberOfBillionaires_x,NumberOfBillionaires_y
179,10.1,59,China,Beijing,Real Estate,True,F,Wu,Yajun,1964,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
182,10.0,85,United States,Midland,Energy,True,M,Stephens,Autry,1938,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
183,9.9,74,China,Shanghai,Service,True,M,Liu,Yongxing,1948,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
184,9.8,74,United Arab Emirates,Dubai,Diversified,True,M,Adani,Vinod,1949,114.52,-1.9,421142267938,36.8%,108.4%,77.8,9770529,2476,17,17
184,9.8,80,Switzerland,Martigny,Fashion & Retail,False,M,Puech,Nicolas,1943,99.55,0.4,703082435360,59.6%,105.2%,83.6,8574832,2476,78,78
184,9.8,51,France,Marseille,Logistics,False,M,Saadé,Jacques,1971,110.05,1.1,2715518274227,65.6%,102.5%,82.5,67059887,2476,35,35
184,9.8,53,France,Marseille,Logistics,False,M,Saadé,Rodolphe,1970,110.05,1.1,2715518274227,65.6%,102.5%,82.5,67059887,2476,35,35
184,9.8,55,France,Marseille,Logistics,False,F,Saadé Zeenny,Tanya,1968,110.05,1.1,2715518274227,65.6%,102.5%,82.5,67059887,2476,35,35
184,9.8,75,Sweden,Stockholm,Finance & Investments,True,M,Schorling,Melker,1947,110.51,1.8,530832908738,67.0%,126.6%,82.5,10285453,2476,26,26
190,9.7,63,Russia,Moscow,Manufacturing,True,M,Guriev & family,Andrei,1960,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
190,9.7,59,South Korea,Seoul,Finance & Investments,True,M,Kim,Michael,1963,115.16,0.4,2029000000000,94.3%,98.1%,82.6,51709098,2476,29,29
190,9.7,53,China,Beijing,Technology,True,M,Lei,Jun,1969,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
190,9.7,76,Germany,Haiger,Manufacturing,False,M,Loh,Friedhelm,1946,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
190,9.7,64,China,Lianyungang,Healthcare,True,M,Sun,Piaoyang,1958,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
195,9.6,70,United States,Keene,Technology,False,M,Cohen,Rick,1952,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
195,9.6,70,China,Xingtai,Energy,True,M,Jin,Baofang,1952,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
195,9.6,67,China,Ningbo,Manufacturing,True,M,Luo,Liguo,1956,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
195,9.6,58,United States,Los Angeles,Food & Beverage,False,F,Mars,Marijke,1964,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
195,9.6,62,United States,Alexandria,Food & Beverage,False,F,Mars,Pamela,1960,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
195,9.6,64,United States,New York,Food & Beverage,False,F,Mars,Valerie,1959,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
195,9.6,66,United States,Philadelphia,Food & Beverage,False,F,Mars,Victoria,1956,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
202,9.5,71,France,Paris,Finance & Investments,False,M,Bolloré,Vincent,1952,110.05,1.1,2715518274227,65.6%,102.5%,82.5,67059887,2476,35,35
202,9.5,94,Canada,Vancouver,Diversified,True,M,Pattison,Jim,1928,116.76,1.9,1736425629520,68.9%,100.9%,81.9,36991981,2476,42,42
204,9.4,57,Switzerland,Gstaad,Healthcare,False,M,Bertarelli,Ernesto,1965,99.55,0.4,703082435360,59.6%,105.2%,83.6,8574832,2476,78,78
204,9.4,44,China,Beijing,Technology,True,M,Wang,Xing,1979,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
206,9.3,41,United States,San Francisco,Technology,True,M,Chesky,Brian,1981,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
206,9.3,75,United Kingdom,Gloucestershire,Manufacturing,True,M,Dyson,James,1947,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
208,9.2,56,Russia,Moscow,Diversified,True,M,Abramovich,Roman,1966,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
208,9.2,79,Sweden,Stockholm,Diversified,False,F,Ax:son Johnson,Antonia,1943,110.51,1.8,530832908738,67.0%,126.6%,82.5,10285453,2476,26,26
208,9.2,47,Czech Republic,Prague,Energy,True,M,Kretinsky,Daniel,1975,116.48,2.8,246489245495,64.1%,100.7%,79.0,10669709,2476,7,7
208,9.2,82,United States,Elizabeth,Media & Entertainment,True,M,Malone,John,1941,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
208,9.2,77,India,Bangalore,Technology,False,M,Premji,Azim,1945,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
208,9.2,85,United States,Woodside,Finance & Investments,True,M,Schwab,Charles,1937,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
208,9.2,63,United States,Beverly Hills,Fashion & Retail,True,M,Smidt,Eric,1960,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
215,9.0,72,United States,Palo Alto,Technology,True,M,Cheriton,David,1951,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
215,9.0,66,Switzerland,Ruschlikon,Metals & Mining,True,M,Glasenberg,Ivan,1957,99.55,0.4,703082435360,59.6%,105.2%,83.6,8574832,2476,78,78
215,9.0,55,Germany,Hamburg,Real Estate,False,M,Otto,Alexander,1967,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
215,9.0,73,Canada,Vancouver,Food & Beverage,True,M,von Mandl,Anthony,1950,116.76,1.9,1736425629520,68.9%,100.9%,81.9,36991981,2476,42,42
215,9.0,57,China,Changzhou,Manufacturing,True,M,Wang,Liping,1966,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
220,8.9,68,United Kingdom,London,Food & Beverage,False,M,Rausing,Finn,1955,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
220,8.9,63,United Kingdom,Surrey,Food & Beverage,False,M,Rausing,Jorn,1960,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
220,8.9,70,United Kingdom,Newmarket,Food & Beverage,False,F,Rausing,Kirsten,1952,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
223,8.8,47,Russia,Moscow region,Fashion & Retail,True,F,Bakalchuk,Tatyana,1975,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
223,8.8,71,United States,Woodside,Technology,True,M,Doerr,John,1951,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
223,8.8,49,China,Beijing,Technology,True,M,Liu,Richard,1974,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
223,8.8,38,United States,San Francisco,Technology,True,M,Moskovitz,Dustin,1984,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
223,8.8,55,United States,Honolulu,Technology,True,M,Omidyar,Pierre,1967,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
223,8.8,64,China,Ningde,Energy,True,M,Pei,Zhenhua,1959,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
223,8.8,72,United Kingdom,London,Energy,False,F,Perrodo,Carrie,1951,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
230,8.7,52,China,Wujiang,Manufacturing,True,M,Chen,Jianhua,1971,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
230,8.7,79,Germany,Hamburg,Fashion & Retail,False,M,Otto,Michael,1943,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
232,8.6,71,United States,New York,Finance & Investments,True,M,Black,Leon,1951,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
232,8.6,67,New Zealand,Auckland,Finance & Investments,True,M,Hart,Graeme,1955,114.24,1.6,206928765544,82.0%,100.0%,81.9,4841000,2476,2,2
232,8.6,68,India,Delhi,Food & Beverage,False,M,Jaipuria,Ravi,1954,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
232,8.6,79,Germany,Heidelberg,Technology,True,M,Plattner,Hasso,1944,112.85,1.4,3845630030824,70.2%,104.0%,80.9,83132799,2476,102,102
232,8.6,75,Switzerland,St. Gallen,Food & Beverage,True,M,Sicupira,Carlos Alberto,1948,99.55,0.4,703082435360,59.6%,105.2%,83.6,8574832,2476,78,78
232,8.6,73,Philippines,Manila,Real Estate,True,M,Villar,Manuel,1949,129.61,2.5,376795508680,35.5%,107.5%,71.1,108116615,2476,14,14
232,8.6,67,United States,Palo Alto,Technology,True,M,von Bechtolsheim,Andreas,1955,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
239,8.5,47,United States,New York,Finance & Investments,True,M,Coleman,Chase,1975,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
239,8.5,74,United States,Electra,Fashion & Retail,False,F,Kroenke,Ann Walton,1948,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
239,8.5,55,China,Xi'an,Manufacturing,True,M,Li,Zhenguo,1968,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
242,8.4,75,United States,Atlanta,Media & Entertainment,False,M,Kennedy,Jim,1947,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
242,8.4,77,South Africa,Johannesburg,Metals & Mining,False,M,Oppenheimer,Nicky,1945,158.93,4.1,351431649241,22.4%,100.9%,63.9,58558270,2476,5,5
242,8.4,72,Australia,New South Wales,Media & Entertainment,False,F,Parry-Okeden,Blair,1950,119.8,1.6,1392680589329,113.1%,100.3%,82.7,25766605,2476,43,43
242,8.4,77,China,Binzhou,Metals & Mining,False,F,Zheng,Shuliang,1946,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
246,8.3,75,United States,Springfield,Fashion & Retail,True,M,Morris,John,1948,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
246,8.3,81,Monaco,Monte Carlo,Fashion & Retail,False,M,Pessina,Stefano,1941,0.0,0.0,7184844193,0.0%,0.0%,0.0,38964,2476,17,17
246,8.3,64,Switzerland,Thurgau,Finance & Investments,False,F,von Finck,Francine,0,99.55,0.4,703082435360,59.6%,105.2%,83.6,8574832,2476,78,78
249,8.2,61,Russia,Moscow,Energy,True,M,Khan,German,1961,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
249,8.2,62,Nigeria,Lagos,Diversified,False,M,Rabiu,Abdulsamad,1960,267.51,11.4,448120428859,10.2%,84.7%,54.3,200963599,2476,3,3
249,8.2,79,United States,Atherton,Finance & Investments,True,M,Roberts,George,1943,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
249,8.2,91,India,Delhi,Real Estate,False,M,Singh,Kushal Pal,1931,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
249,8.2,68,China,Beijing,Real Estate,True,M,Wang,Jianlin,1954,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
249,8.2,41,China,Foshan,Real Estate,False,F,Yang,Huiyan,1981,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
256,8.1,69,France,Paris,Diversified,False,M,Dassault,Laurent,1953,110.05,1.1,2715518274227,65.6%,102.5%,82.5,67059887,2476,35,35
256,8.1,66,France,Paris,Diversified,False,M,Dassault,Thierry,1957,110.05,1.1,2715518274227,65.6%,102.5%,82.5,67059887,2476,35,35
256,8.1,65,United States,Houston,Food & Beverage,True,M,Fertitta,Tilman,1957,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
256,8.1,58,France,Paris,Diversified,False,F,Habert-Dassault,Marie-Hélène,1965,110.05,1.1,2715518274227,65.6%,102.5%,82.5,67059887,2476,35,35
256,8.1,54,Switzerland,Verbier,Gambling & Casinos,True,M,Komarek,Karel,1969,99.55,0.4,703082435360,59.6%,105.2%,83.6,8574832,2476,78,78
261,8.0,39,United States,San Francisco,Technology,True,M,Blecharczyk,Nathan,1983,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
261,8.0,66,Russia,Moscow,Energy,True,M,Fedun,Leonid,1956,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
261,8.0,93,United States,Atlanta,Fashion & Retail,True,M,Marcus,Bernard,1929,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
261,8.0,85,United States,Winnetka,Finance & Investments,True,M,Ryan,Patrick,1937,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
261,8.0,60,United States,Austin,Finance & Investments,True,M,Smith,Robert F.,1962,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
261,8.0,58,Czech Republic,Prague,Metals & Mining,True,M,Tykac,Pavel,1964,116.48,2.8,246489245495,64.1%,100.7%,79.0,10669709,2476,7,7
261,8.0,76,Monaco,Unknown,Finance & Investments,False,M,Wittouck,Eric,1946,0.0,0.0,7184844193,0.0%,0.0%,0.0,38964,2476,17,17
268,7.9,52,United States,Miami Beach,Finance & Investments,True,M,Bravo,Orlando,1970,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
268,7.9,52,China,Quanzhou,Fashion & Retail,True,M,Ding,Shizhong,1970,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
268,7.9,71,United States,Henderson,Fashion & Retail,False,F,Laurie,Nancy Walton,1951,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
268,7.9,54,South Korea,Seoul,Technology,False,M,Lee,Jay Y.,1968,115.16,0.4,2029000000000,94.3%,98.1%,82.6,51709098,2476,29,29
268,7.9,54,United States,New York,Finance & Investments,True,M,Musallam,Ramzi,1968,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
268,7.9,72,United States,New York,Finance & Investments,True,M,Shaw,David,1951,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
268,7.9,57,Russia,Moscow,Metals & Mining,True,M,Skoch & family,Andrei,1966,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
268,7.9,50,Austria,Vienna,Diversified,True,M,Stumpf,Georg,1972,118.06,1.5,446314739528,85.1%,103.1%,81.6,8877067,2476,11,11
276,7.8,73,United States,Saddle River,Telecom,True,M,Commisso,Rocco,1949,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
276,7.8,66,China,Hangzhou,Manufacturing,True,M,Li,Shuirong,1956,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
276,7.8,53,China,Shanghai,Technology,True,M,Qi,Shi,1970,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
276,7.8,58,China,Guangzhou,Manufacturing,True,M,Yao,Liangsong,1964,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
282,7.7,55,France,Laval,Food & Beverage,False,M,Besnier,Jean-Michel,1967,110.05,1.1,2715518274227,65.6%,102.5%,82.5,67059887,2476,35,35
282,7.7,42,France,Laval,Food & Beverage,False,F,Besnier Beauvalot,Marie,1980,110.05,1.1,2715518274227,65.6%,102.5%,82.5,67059887,2476,35,35
282,7.7,80,United States,Beverly Hills,Media & Entertainment,True,M,Geffen,David,1943,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
282,7.7,54,China,Beijing,Technology,True,M,Li,Robin,1968,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
282,7.7,71,China,Chengdu,Service,True,M,Liu,Yonghao,1951,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
282,7.7,68,United States,Newport Beach,Technology,True,M,Samueli,Henry,1954,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
282,7.7,68,United States,Naples,Healthcare,True,M,Schmieding,Reinhold,1955,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
282,7.7,61,Norway,Oslo,Real Estate,True,M,Tollefsen,Ivar,1961,120.27,2.2,403336363636,82.0%,100.3%,82.8,5347896,2476,9,9
290,7.6,54,China,Hefei,Energy,True,M,Cao,Renxian,1968,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
290,7.6,89,India,Ahmedabad,Healthcare,True,M,Chudgar,Hasmukh,1933,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
290,7.6,67,United Kingdom,London,Manufacturing,True,M,Currie,Andrew,1955,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
290,7.6,41,United States,Austin,Technology,True,M,Gebbia,Joe,1981,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
290,7.6,64,Singapore,Singapore,Real Estate,False,M,Ng,Philip,1959,114.41,0.6,372062527489,84.8%,100.6%,83.1,5703569,2476,46,46
290,7.6,66,United Kingdom,London,Manufacturing,True,M,Reece,John,1957,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
290,7.6,85,United States,New York,Real Estate,False,M,Stern,Leonard,1938,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
290,7.6,62,China,Shanghai,Healthcare,True,F,Zhong,Huijuan,1961,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
299,7.5,80,United States,Atlanta,Sports,True,M,Blank,Arthur,1942,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
299,7.5,85,United States,San Antonio,Fashion & Retail,False,M,Butt,Charles,1938,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
299,7.5,59,China,Quanzhou,Fashion & Retail,True,M,Ding,Shijia,1964,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
299,7.5,68,United States,Palm Beach,Finance & Investments,True,M,Jones,Paul Tudor,1954,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
299,7.5,79,United States,New York,Finance & Investments,True,M,Kravis,Henry,1944,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
299,7.5,52,Singapore,Singapore,Food & Beverage,True,M,Zhang,Yong,1970,114.41,0.6,372062527489,84.8%,100.6%,83.1,5703569,2476,46,46
305,7.4,80,United States,Cary,Technology,True,M,Goodnight,James,1943,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
305,7.4,70,United Kingdom,London,Manufacturing,False,M,Lohia,Sri Prakash,1952,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
305,7.4,59,China,Ningbo,Fashion & Retail,True,M,Ma,Jianrong,1964,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
305,7.4,71,Singapore,Singapore,Real Estate,False,M,Ng,Robert,1952,114.41,0.6,372062527489,84.8%,100.6%,83.1,5703569,2476,46,46
305,7.4,72,United States,Santa Barbara,Manufacturing,True,M,Rales,Steven,1951,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
305,7.4,62,Egypt,Cairo,Construction & Engineering,False,M,Sawiris,Nassef,1961,288.57,9.2,303175127598,35.2%,106.3%,71.8,100388073,2476,4,4
305,7.4,81,United States,Adel,Food & Beverage,True,M,Stine,Harry,1941,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
312,7.3,91,India,Kolkata,Manufacturing,False,M,Bangur,Benu Gopal,1931,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
312,7.3,59,Russia,Moscow,Metals & Mining,True,M,Makhmudov,Iskander,1963,180.75,4.5,1699876578871,81.9%,102.6%,72.7,144373535,2476,79,79
312,7.3,50,Denmark,Aarhus,Fashion & Retail,False,M,Povlsen,Anders Holch,1972,110.35,0.8,348078018464,80.6%,101.3%,81.0,5818553,2476,7,7
312,7.3,63,Philippines,Manila,Logistics,False,M,Razon Jr.,Enrique,1960,129.61,2.5,376795508680,35.5%,107.5%,71.1,108116615,2476,14,14
312,7.3,55,China,Shenzhen,Technology,True,F,Wang,Laichun,1967,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
317,7.2,65,United States,Gladwyne,Finance & Investments,True,M,Dantchik,Arthur,1957,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
317,7.2,68,United States,Palm Beach,Real Estate,True,M,Greene,Jeff,1954,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
317,7.2,79,United States,Malibu,Finance & Investments,True,M,Hankey,Don,1943,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
317,7.2,78,United States,Houston,Energy,True,M,Kinder,Richard,1944,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
317,7.2,41,United Arab Emirates,Dubai,Finance & Investments,True,M,Pousaz,Guillaume,1981,114.52,-1.9,421142267938,36.8%,108.4%,77.8,9770529,2476,17,17
317,7.2,61,Japan,Tokyo,Fashion & Retail,False,M,Takahara,Takahisa,1961,105.48,0.5,5081769542380,63.2%,98.8%,84.2,126226568,2476,38,38
317,7.2,77,China,Hangzhou,Food & Beverage,True,M,Zong,Qinghou,1945,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
325,7.1,79,United States,Madison,Technology,True,F,Faulkner,Judy,1943,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
325,7.1,76,Austria,Vienna,Gambling & Casinos,True,M,Graf,Johann,1947,118.06,1.5,446314739528,85.1%,103.1%,81.6,8877067,2476,11,11
325,7.1,61,United States,Lexington,Service,False,F,Gustavson,Tamara,1961,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
325,7.1,66,China,Changsha,Manufacturing,True,M,Liang,Wengen,1956,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
325,7.1,72,Switzerland,Lausanne,Healthcare,False,M,Paulsen,Frederik,1950,99.55,0.4,703082435360,59.6%,105.2%,83.6,8574832,2476,78,78
325,7.1,94,Singapore,Singapore,Finance & Investments,False,M,Wee,Cho Yaw,1929,114.41,0.6,372062527489,84.8%,100.6%,83.1,5703569,2476,46,46
325,7.1,71,China,Ningbo,Manufacturing,True,M,Zhang,Hejun,1952,125.08,2.9,19910000000000,50.6%,100.2%,77.0,1397715000,2476,523,523
332,7.0,58,United States,San Francisco,Technology,True,M,Benioff,Marc,1964,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
332,7.0,37,United Kingdom,London,Media & Entertainment,True,M,Bukhman,Dmitri,1985,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
332,7.0,41,United Kingdom,London,Media & Entertainment,True,M,Bukhman,Igor,1982,119.62,1.7,2827113184696,60.0%,101.2%,81.3,66834405,2476,82,82
332,7.0,77,United States,Redlands,Technology,True,M,Dangermond,Jack,1945,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
332,7.0,80,India,Mumbai,Manufacturing,False,M,Dani,Ashwin,1942,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
332,7.0,83,United States,New York,Fashion & Retail,True,M,Lauren,Ralph,1939,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
332,7.0,55,India,Mumbai,Diversified,False,F,Mistry,Rohiqa Cyrus,1967,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
332,7.0,58,India,Mumbai,Diversified,False,M,Mistry,Shapoor,1964,180.44,7.7,2611000000000,28.1%,113.0%,69.4,1366417754,2476,157,157
332,7.0,69,United States,Hobe Sound,Food & Beverage,True,M,Reyes,J. Christopher,1953,117.24,7.5,21427700000000,88.2%,101.8%,78.5,328239523,2476,754,754
