,Rank,NetWorth($B),Age,Country,City,Industries,Self Made,Gender,Last Name,First Name,Birth Year,CPI Index,CPI Change,Country GDP,Country tertiary education enrollment,Country primary education enrollment,Country life expectancy,Population of country
183,184,9.8,74,United Arab Emirates,Dubai,Diversified,TRUE,M,Adani,Vinod,1949,114.52,-1.9,4.21142E+11,36.80%,108.40%,77.8,9770529
184,184,9.8,80,Switzerland,Martigny,Fashion & Retail,FALSE,M,Puech,Nicolas,1943,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
185,184,9.8,51,France,Marseille,Logistics,FALSE,M,Saadé,Jacques,1971,110.05,1.1,2.71552E+12,65.60%,102.50%,82.5,67059887
186,184,9.8,53,France,Marseille,Logistics,FALSE,M,Saadé,Rodolphe,1970,110.05,1.1,2.71552E+12,65.60%,102.50%,82.5,67059887
187,184,9.8,55,France,Marseille,Logistics,FALSE,F,Saadé Zeenny,Tanya,1968,110.05,1.1,2.71552E+12,65.60%,102.50%,82.5,67059887
188,184,9.8,75,Sweden,Stockholm,Finance & Investments,TRUE,M,Schorling,Melker,1947,110.51,1.8,5.30833E+11,67.00%,126.60%,82.5,10285453
189,190,9.7,63,Russia,Moscow,Manufacturing,TRUE,M,Guriev & family,Andrei,1960,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
190,190,9.7,59,South Korea,Seoul,Finance & Investments,TRUE,M,Kim,Michael,1963,115.16,0.4,2.029E+12,94.30%,98.10%,82.6,51709098
191,190,9.7,53,China,Beijing,Technology,TRUE,M,Lei,Jun,1969,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
192,190,9.7,76,Germany,Haiger,Manufacturing,FALSE,M,Loh,Friedhelm,1946,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
193,190,9.7,64,China,Lianyungang,Healthcare,TRUE,M,Sun,Piaoyang,1958,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
194,195,9.6,70,United States,Keene,Technology,FALSE,M,Cohen,Rick,1952,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
195,195,9.6,70,China,Xingtai,Energy,TRUE,M,Jin,Baofang,1952,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
196,195,9.6,67,China,Ningbo,Manufacturing,TRUE,M,Luo,Liguo,1956,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
197,195,9.6,58,United States,Los Angeles,Food & Beverage,FALSE,F,Mars,Marijke,1964,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
198,195,9.6,62,United States,Alexandria,Food & Beverage,FALSE,F,Mars,Pamela,1960,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
199,195,9.6,64,United States,New York,Food & Beverage,FALSE,F,Mars,Valerie,1959,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
200,195,9.6,66,United States,Philadelphia,Food & Beverage,FALSE,F,Mars,Victoria,1956,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
201,202,9.5,71,France,Paris,Finance & Investments,FALSE,M,Bolloré,Vincent,1952,110.05,1.1,2.71552E+12,65.60%,102.50%,82.5,67059887
202,202,9.5,94,Canada,Vancouver,Diversified,TRUE,M,Pattison,Jim,1928,116.76,1.9,1.73643E+12,68.90%,100.90%,81.9,36991981
203,204,9.4,57,Switzerland,Gstaad,Healthcare,FALSE,M,Bertarelli,Ernesto,1965,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
204,204,9.4,44,China,Beijing,Technology,TRUE,M,Wang,Xing,1979,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
205,206,9.3,41,United States,San Francisco,Technology,TRUE,M,Chesky,Brian,1981,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
206,206,9.3,75,United Kingdom,Gloucestershire,Manufacturing,TRUE,M,Dyson,James,1947,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
207,208,9.2,56,Russia,Moscow,Diversified,TRUE,M,Abramovich,Roman,1966,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
208,208,9.2,79,Sweden,Stockholm,Diversified,FALSE,F,Ax:son Johnson,Antonia,1943,110.51,1.8,5.30833E+11,67.00%,126.60%,82.5,10285453
209,208,9.2,47,Czech Republic,Prague,Energy,TRUE,M,Kretinsky,Daniel,1975,116.48,2.8,2.46489E+11,64.10%,100.70%,79,10669709
210,208,9.2,82,United States,Elizabeth,Media & Entertainment,TRUE,M,Malone,John,1941,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
211,208,9.2,77,India,Bangalore,Technology,FALSE,M,Premji,Azim,1945,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
212,208,9.2,85,United States,Woodside,Finance & Investments,TRUE,M,Schwab,Charles,1937,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
213,208,9.2,63,United States,Beverly Hills,Fashion & Retail,TRUE,M,Smidt,Eric,1960,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
214,215,9,72,United States,Palo Alto,Technology,TRUE,M,Cheriton,David,1951,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
215,215,9,66,Switzerland,Ruschlikon,Metals & Mining,TRUE,M,Glasenberg,Ivan,1957,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
216,215,9,55,Germany,Hamburg,Real Estate,FALSE,M,Otto,Alexander,1967,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
217,215,9,73,Canada,Vancouver,Food & Beverage,TRUE,M,von Mandl,Anthony,1950,116.76,1.9,1.73643E+12,68.90%,100.90%,81.9,36991981
218,215,9,57,China,Changzhou,Manufacturing,TRUE,M,Wang,Liping,1966,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
219,220,8.9,68,United Kingdom,London,Food & Beverage,FALSE,M,Rausing,Finn,1955,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
220,220,8.9,63,United Kingdom,Surrey,Food & Beverage,FALSE,M,Rausing,Jorn,1960,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
221,220,8.9,70,United Kingdom,Newmarket,Food & Beverage,FALSE,F,Rausing,Kirsten,1952,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
222,223,8.8,47,Russia,Moscow region,Fashion & Retail,TRUE,F,Bakalchuk,Tatyana,1975,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
223,223,8.8,71,United States,Woodside,Technology,TRUE,M,Doerr,John,1951,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
224,223,8.8,49,China,Beijing,Technology,TRUE,M,Liu,Richard,1974,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
225,223,8.8,38,United States,San Francisco,Technology,TRUE,M,Moskovitz,Dustin,1984,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
226,223,8.8,55,United States,Honolulu,Technology,TRUE,M,Omidyar,Pierre,1967,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
227,223,8.8,64,China,Ningde,Energy,TRUE,M,Pei,Zhenhua,1959,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
228,223,8.8,72,United Kingdom,London,Energy,FALSE,F,Perrodo,Carrie,1951,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
229,230,8.7,52,China,Wujiang,Manufacturing,TRUE,M,Chen,Jianhua,1971,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
230,230,8.7,79,Germany,Hamburg,Fashion & Retail,FALSE,M,Otto,Michael,1943,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
231,232,8.6,71,United States,New York,Finance & Investments,TRUE,M,Black,Leon,1951,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
232,232,8.6,67,New Zealand,Auckland,Finance & Investments,TRUE,M,Hart,Graeme,1955,114.24,1.6,2.06929E+11,82.00%,100.00%,81.9,4841000
233,232,8.6,68,India,Delhi,Food & Beverage,FALSE,M,Jaipuria,Ravi,1954,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
234,232,8.6,79,Germany,Heidelberg,Technology,TRUE,M,Plattner,Hasso,1944,112.85,1.4,3.84563E+12,70.20%,104.00%,80.9,83132799
235,232,8.6,75,Switzerland,St. Gallen,Food & Beverage,TRUE,M,Sicupira,Carlos Alberto,1948,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
236,232,8.6,73,Philippines,Manila,Real Estate,TRUE,M,Villar,Manuel,1949,129.61,2.5,3.76796E+11,35.50%,107.50%,71.1,108116615
237,232,8.6,67,United States,Palo Alto,Technology,TRUE,M,von Bechtolsheim,Andreas,1955,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
238,239,8.5,47,United States,New York,Finance & Investments,TRUE,M,Coleman,Chase,1975,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
239,239,8.5,74,United States,Electra,Fashion & Retail,FALSE,F,Kroenke,Ann Walton,1948,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
240,239,8.5,55,China,Xi'an,Manufacturing,TRUE,M,Li,Zhenguo,1968,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
241,242,8.4,75,United States,Atlanta,Media & Entertainment,FALSE,M,Kennedy,Jim,1947,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
242,242,8.4,77,South Africa,Johannesburg,Metals & Mining,FALSE,M,Oppenheimer,Nicky,1945,158.93,4.1,3.51432E+11,22.40%,100.90%,63.9,58558270
243,242,8.4,72,Australia,New South Wales,Media & Entertainment,FALSE,F,Parry-Okeden,Blair,1950,119.8,1.6,1.39268E+12,113.10%,100.30%,82.7,25766605
244,242,8.4,77,China,Binzhou,Metals & Mining,FALSE,F,Zheng,Shuliang,1946,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
245,246,8.3,75,United States,Springfield,Fashion & Retail,TRUE,M,Morris,John,1948,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
246,246,8.3,81,Monaco,Monte Carlo,Fashion & Retail,FALSE,M,Pessina,Stefano,1941,0,0,7184844193,0.00%,0.00%,0,38964
247,246,8.3,64,Switzerland,Thurgau,Finance & Investments,FALSE,F,von Finck,Francine,0,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
249,249,8.2,61,Russia,Moscow,Energy,TRUE,M,Khan,German,1961,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
250,249,8.2,62,Nigeria,Lagos,Diversified,FALSE,M,Rabiu,Abdulsamad,1960,267.51,11.4,4.4812E+11,10.20%,84.70%,54.3,200963599
251,249,8.2,79,United States,Atherton,Finance & Investments,TRUE,M,Roberts,George,1943,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
252,249,8.2,91,India,Delhi,Real Estate,FALSE,M,Singh,Kushal Pal,1931,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
253,249,8.2,68,China,Beijing,Real Estate,TRUE,M,Wang,Jianlin,1954,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
254,249,8.2,41,China,Foshan,Real Estate,FALSE,F,Yang,Huiyan,1981,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
255,256,8.1,69,France,Paris,Diversified,FALSE,M,Dassault,Laurent,1953,110.05,1.1,2.71552E+12,65.60%,102.50%,82.5,67059887
256,256,8.1,66,France,Paris,Diversified,FALSE,M,Dassault,Thierry,1957,110.05,1.1,2.71552E+12,65.60%,102.50%,82.5,67059887
257,256,8.1,65,United States,Houston,Food & Beverage,TRUE,M,Fertitta,Tilman,1957,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
258,256,8.1,58,France,Paris,Diversified,FALSE,F,Habert-Dassault,Marie-Hélène,1965,110.05,1.1,2.71552E+12,65.60%,102.50%,82.5,67059887
259,256,8.1,54,Switzerland,Verbier,Gambling & Casinos,TRUE,M,Komarek,Karel,1969,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
260,261,8,39,United States,San Francisco,Technology,TRUE,M,Blecharczyk,Nathan,1983,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
261,261,8,66,Russia,Moscow,Energy,TRUE,M,Fedun,Leonid,1956,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
262,261,8,93,United States,Atlanta,Fashion & Retail,TRUE,M,Marcus,Bernard,1929,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
263,261,8,85,United States,Winnetka,Finance & Investments,TRUE,M,Ryan,Patrick,1937,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
264,261,8,60,United States,Austin,Finance & Investments,TRUE,M,Smith,Robert F.,1962,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
265,261,8,58,Czech Republic,Prague,Metals & Mining,TRUE,M,Tykac,Pavel,1964,116.48,2.8,2.46489E+11,64.10%,100.70%,79,10669709
266,261,8,76,Monaco,Unknown,Finance & Investments,FALSE,M,Wittouck,Eric,1946,0,0,7184844193,0.00%,0.00%,0,38964
267,268,7.9,52,United States,Miami Beach,Finance & Investments,TRUE,M,Bravo,Orlando,1970,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
268,268,7.9,52,China,Quanzhou,Fashion & Retail,TRUE,M,Ding,Shizhong,1970,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
269,268,7.9,71,United States,Henderson,Fashion & Retail,FALSE,F,Laurie,Nancy Walton,1951,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
270,268,7.9,54,South Korea,Seoul,Technology,FALSE,M,Lee,Jay Y.,1968,115.16,0.4,2.029E+12,94.30%,98.10%,82.6,51709098
271,268,7.9,54,United States,New York,Finance & Investments,TRUE,M,Musallam,Ramzi,1968,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
272,268,7.9,72,United States,New York,Finance & Investments,TRUE,M,Shaw,David,1951,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
273,268,7.9,57,Russia,Moscow,Metals & Mining,TRUE,M,Skoch & family,Andrei,1966,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
274,268,7.9,50,Austria,Vienna,Diversified,TRUE,M,Stumpf,Georg,1972,118.06,1.5,4.46315E+11,85.10%,103.10%,81.6,8877067
275,276,7.8,73,United States,Saddle River,Telecom,TRUE,M,Commisso,Rocco,1949,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
276,276,7.8,66,China,Hangzhou,Manufacturing,TRUE,M,Li,Shuirong,1956,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
278,276,7.8,53,China,Shanghai,Technology,TRUE,M,Qi,Shi,1970,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
279,276,7.8,58,China,Guangzhou,Manufacturing,TRUE,M,Yao,Liangsong,1964,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
281,282,7.7,55,France,Laval,Food & Beverage,FALSE,M,Besnier,Jean-Michel,1967,110.05,1.1,2.71552E+12,65.60%,102.50%,82.5,67059887
282,282,7.7,42,France,Laval,Food & Beverage,FALSE,F,Besnier Beauvalot,Marie,1980,110.05,1.1,2.71552E+12,65.60%,102.50%,82.5,67059887
283,282,7.7,80,United States,Beverly Hills,Media & Entertainment,TRUE,M,Geffen,David,1943,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
284,282,7.7,54,China,Beijing,Technology,TRUE,M,Li,Robin,1968,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
285,282,7.7,71,China,Chengdu,Service,TRUE,M,Liu,Yonghao,1951,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
286,282,7.7,68,United States,Newport Beach,Technology,TRUE,M,Samueli,Henry,1954,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
287,282,7.7,68,United States,Naples,Healthcare,TRUE,M,Schmieding,Reinhold,1955,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
288,282,7.7,61,Norway,Oslo,Real Estate,TRUE,M,Tollefsen,Ivar,1961,120.27,2.2,4.03336E+11,82.00%,100.30%,82.8,5347896
289,290,7.6,54,China,Hefei,Energy,TRUE,M,Cao,Renxian,1968,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
290,290,7.6,89,India,Ahmedabad,Healthcare,TRUE,M,Chudgar,Hasmukh,1933,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
291,290,7.6,67,United Kingdom,London,Manufacturing,TRUE,M,Currie,Andrew,1955,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
292,290,7.6,41,United States,Austin,Technology,TRUE,M,Gebbia,Joe,1981,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
293,290,7.6,64,Singapore,Singapore,Real Estate,FALSE,M,Ng,Philip,1959,114.41,0.6,3.72063E+11,84.80%,100.60%,83.1,5703569
294,290,7.6,66,United Kingdom,London,Manufacturing,TRUE,M,Reece,John,1957,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
295,290,7.6,85,United States,New York,Real Estate,FALSE,M,Stern,Leonard,1938,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
297,290,7.6,62,China,Shanghai,Healthcare,TRUE,F,Zhong,Huijuan,1961,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
298,299,7.5,80,United States,Atlanta,Sports,TRUE,M,Blank,Arthur,1942,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
299,299,7.5,85,United States,San Antonio,Fashion & Retail,FALSE,M,Butt,Charles,1938,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
300,299,7.5,59,China,Quanzhou,Fashion & Retail,TRUE,M,Ding,Shijia,1964,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
301,299,7.5,68,United States,Palm Beach,Finance & Investments,TRUE,M,Jones,Paul Tudor,1954,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
302,299,7.5,79,United States,New York,Finance & Investments,TRUE,M,Kravis,Henry,1944,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
303,299,7.5,52,Singapore,Singapore,Food & Beverage,TRUE,M,Zhang,Yong,1970,114.41,0.6,3.72063E+11,84.80%,100.60%,83.1,5703569
304,305,7.4,80,United States,Cary,Technology,TRUE,M,Goodnight,James,1943,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
305,305,7.4,70,United Kingdom,London,Manufacturing,FALSE,M,Lohia,Sri Prakash,1952,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
306,305,7.4,59,China,Ningbo,Fashion & Retail,TRUE,M,Ma,Jianrong,1964,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
307,305,7.4,71,Singapore,Singapore,Real Estate,FALSE,M,Ng,Robert,1952,114.41,0.6,3.72063E+11,84.80%,100.60%,83.1,5703569
308,305,7.4,72,United States,Santa Barbara,Manufacturing,TRUE,M,Rales,Steven,1951,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
309,305,7.4,62,Egypt,Cairo,Construction & Engineering,FALSE,M,Sawiris,Nassef,1961,288.57,9.2,3.03175E+11,35.20%,106.30%,71.8,100388073
310,305,7.4,81,United States,Adel,Food & Beverage,TRUE,M,Stine,Harry,1941,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
311,312,7.3,91,India,Kolkata,Manufacturing,FALSE,M,Bangur,Benu Gopal,1931,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
312,312,7.3,59,Russia,Moscow,Metals & Mining,TRUE,M,Makhmudov,Iskander,1963,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
313,312,7.3,50,Denmark,Aarhus,Fashion & Retail,FALSE,M,Povlsen,Anders Holch,1972,110.35,0.8,3.48078E+11,80.60%,101.30%,81,5818553
314,312,7.3,63,Philippines,Manila,Logistics,FALSE,M,Razon Jr.,Enrique,1960,129.61,2.5,3.76796E+11,35.50%,107.50%,71.1,108116615
315,312,7.3,55,China,Shenzhen,Technology,TRUE,F,Wang,Laichun,1967,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
316,317,7.2,65,United States,Gladwyne,Finance & Investments,TRUE,M,Dantchik,Arthur,1957,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
318,317,7.2,68,United States,Palm Beach,Real Estate,TRUE,M,Greene,Jeff,1954,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
319,317,7.2,79,United States,Malibu,Finance & Investments,TRUE,M,Hankey,Don,1943,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
320,317,7.2,78,United States,Houston,Energy,TRUE,M,Kinder,Richard,1944,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
321,317,7.2,41,United Arab Emirates,Dubai,Finance & Investments,TRUE,M,Pousaz,Guillaume,1981,114.52,-1.9,4.21142E+11,36.80%,108.40%,77.8,9770529
322,317,7.2,61,Japan,Tokyo,Fashion & Retail,FALSE,M,Takahara,Takahisa,1961,105.48,0.5,5.08177E+12,63.20%,98.80%,84.2,126226568
323,317,7.2,77,China,Hangzhou,Food & Beverage,TRUE,M,Zong,Qinghou,1945,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
324,325,7.1,79,United States,Madison,Technology,TRUE,F,Faulkner,Judy,1943,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
325,325,7.1,76,Austria,Vienna,Gambling & Casinos,TRUE,M,Graf,Johann,1947,118.06,1.5,4.46315E+11,85.10%,103.10%,81.6,8877067
326,325,7.1,61,United States,Lexington,Service,FALSE,F,Gustavson,Tamara,1961,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
327,325,7.1,66,China,Changsha,Manufacturing,TRUE,M,Liang,Wengen,1956,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
328,325,7.1,72,Switzerland,Lausanne,Healthcare,FALSE,M,Paulsen,Frederik,1950,99.55,0.4,7.03082E+11,59.60%,105.20%,83.6,8574832
329,325,7.1,94,Singapore,Singapore,Finance & Investments,FALSE,M,Wee,Cho Yaw,1929,114.41,0.6,3.72063E+11,84.80%,100.60%,83.1,5703569
330,325,7.1,71,China,Ningbo,Manufacturing,TRUE,M,Zhang,Hejun,1952,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
331,332,7,58,United States,San Francisco,Technology,TRUE,M,Benioff,Marc,1964,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
332,332,7,37,United Kingdom,London,Media & Entertainment,TRUE,M,Bukhman,Dmitri,1985,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
333,332,7,41,United Kingdom,London,Media & Entertainment,TRUE,M,Bukhman,Igor,1982,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
334,332,7,77,United States,Redlands,Technology,TRUE,M,Dangermond,Jack,1945,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
335,332,7,80,India,Mumbai,Manufacturing,FALSE,M,Dani,Ashwin,1942,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
336,332,7,83,United States,New York,Fashion & Retail,TRUE,M,Lauren,Ralph,1939,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
338,332,7,55,India,Mumbai,Diversified,FALSE,F,Mistry,Rohiqa Cyrus,1967,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
339,332,7,58,India,Mumbai,Diversified,FALSE,M,Mistry,Shapoor,1964,180.44,7.7,2.611E+12,28.10%,113.00%,69.4,1366417754
340,332,7,69,United States,Hobe Sound,Food & Beverage,TRUE,M,Reyes,J. Christopher,1953,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
341,332,7,67,United States,Palm Beach,Food & Beverage,TRUE,M,Reyes,Jude,1955,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
342,332,7,71,United States,Port Washington,Food & Beverage,TRUE,M,Vultaggio,Don,1952,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
343,344,6.9,62,Mexico,Unknown,Diversified,FALSE,M,Bailleres Gual,Alejandro,1961,141.54,3.6,1.25829E+12,40.20%,105.80%,75,126014024
344,344,6.9,87,United States,Los Angeles,Diversified,FALSE,F,Broad,Edythe,1936,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
345,344,6.9,89,United States,St. Louis,Food & Beverage,FALSE,F,Keinath,Pauline MacMillan,1934,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
346,344,6.9,55,United States,New York,Finance & Investments,TRUE,M,Laffont,Philippe,1967,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
347,344,6.9,58,China,Huizhou,Technology,TRUE,M,Liu,Jincheng,1964,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
348,344,6.9,80,United States,Lighthouse Point,Real Estate,TRUE,M,Olenicoff,Igor,1942,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
349,344,6.9,54,Spain,La Coruna,Fashion & Retail,FALSE,F,Ortega Mera,Sandra,1968,110.96,0.7,1.39412E+12,88.90%,102.70%,83.3,47076781
350,344,6.9,68,United States,Portage,Healthcare,FALSE,F,Stryker,Ronda,1954,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
351,352,6.8,59,United States,Houston,Energy,FALSE,F,Avara,Dannine,1964,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
352,352,6.8,86,Italy,Milan,Diversified,TRUE,M,Berlusconi,Silvio,1936,110.62,0.6,2.00124E+12,61.90%,101.90%,82.9,60297396
353,352,6.8,55,United Kingdom,Stoke-on-Trent,Gambling & Casinos,TRUE,F,Coates,Denise,1967,119.62,1.7,2.82711E+12,60.00%,101.20%,81.3,66834405
354,352,6.8,40,United States,Houston,Energy,FALSE,M,Duncan,Scott,1982,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
355,352,6.8,53,United States,Houston,Energy,FALSE,F,Frantz,Milane,1969,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
356,352,6.8,58,United States,Boston,Finance & Investments,FALSE,M,Johnson,Edward,1964,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
357,352,6.8,61,United States,Los Altos,Finance & Investments,TRUE,M,Milner,Yuri,1961,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
358,352,6.8,94,United States,Woodside,Technology,TRUE,M,Moore,Gordon,1929,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
359,352,6.8,53,United States,Millburn,Finance & Investments,TRUE,M,Overdeck,John,1969,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
360,352,6.8,61,United States,Scarsdale,Finance & Investments,TRUE,M,Siegel,David,1961,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
361,352,6.8,65,Russia,Moscow,Diversified,TRUE,M,Vekselberg,Viktor,1957,180.75,4.5,1.69988E+12,81.90%,102.60%,72.7,144373535
362,352,6.8,58,China,Shenzhen,Technology,TRUE,M,Wang,Laisheng,1964,125.08,2.9,1.991E+13,50.60%,100.20%,77,1397715000
363,352,6.8,61,United States,Houston,Energy,FALSE,F,Williams,Randa Duncan,1961,117.24,7.5,2.14277E+13,88.20%,101.80%,78.5,328239523
